time,cloud_cover (%),wind_speed_100m (km/h)
2024-01-02T11:00,92,25
2024-01-02T12:00,100,25.6
2024-01-02T13:00,100,30.6
2024-01-02T14:00,100,38.3
2024-01-02T15:00,68,40.2
2024-01-02T16:00,100,47.3
2024-01-02T17:00,100,45.7
2024-01-02T18:00,100,51.1
2024-01-02T19:00,100,81.4
2024-01-02T20:00,100,65.2
2024-01-02T21:00,100,54.1
2024-01-02T22:00,100,43.9
2024-01-02T23:00,100,40.2
2024-01-03T00:00,96,39
2024-01-03T01:00,16,44.6
2024-01-03T02:00,24,41
2024-01-03T03:00,15,39.2
2024-01-03T04:00,3,36
2024-01-03T05:00,46,34.9
2024-01-03T06:00,44,34.2
2024-01-03T07:00,100,32.4
2024-01-03T08:00,100,29.9
2024-01-03T09:00,100,26.4
2024-01-03T10:00,100,32.8
2024-01-03T11:00,95,30.9
2024-01-03T12:00,100,27.3
2024-01-03T13:00,100,26
2024-01-03T14:00,54,23.5
2024-01-03T15:00,80,24.8
2024-01-03T16:00,76,22.7
2024-01-03T17:00,100,24.4
2024-01-03T18:00,100,24.8
2024-01-03T19:00,92,28.5
2024-01-03T20:00,64,29.4
2024-01-03T21:00,47,28.9
2024-01-03T22:00,22,27.7
2024-01-03T23:00,35,28.6
2024-01-04T00:00,13,28.5
2024-01-04T01:00,20,31.6
2024-01-04T02:00,35,32.3
2024-01-04T03:00,17,32
2024-01-04T04:00,41,30.5
2024-01-04T05:00,52,28
2024-01-04T06:00,100,28
2024-01-04T07:00,94,29.4
2024-01-04T08:00,34,29.5
2024-01-04T09:00,3,26.9
2024-01-04T10:00,26,23.4
2024-01-04T11:00,25,23.2
2024-01-04T12:00,24,19.2
2024-01-04T13:00,30,18.8
2024-01-04T14:00,31,18.7
2024-01-04T15:00,82,14.3
2024-01-04T16:00,90,17.1
2024-01-04T17:00,90,16.7
2024-01-04T18:00,90,15.3
2024-01-04T19:00,100,20.9
2024-01-04T20:00,100,29.9
2024-01-04T21:00,100,31.5
2024-01-04T22:00,100,35.6
2024-01-04T23:00,100,42.2
2024-01-05T00:00,100,24.1
2024-01-05T01:00,100,25.2
2024-01-05T02:00,100,18
2024-01-05T03:00,100,13.1
2024-01-05T04:00,99,18.1
2024-01-05T05:00,89,21
2024-01-05T06:00,100,30.6
2024-01-05T07:00,100,29.3
2024-01-05T08:00,100,37.7
2024-01-05T09:00,100,42.9
2024-01-05T10:00,100,38.5
2024-01-05T11:00,100,34.5
2024-01-05T12:00,100,35.2
2024-01-05T13:00,100,36.2
2024-01-05T14:00,100,35
2024-01-05T15:00,100,32.2
2024-01-05T16:00,100,30.2
2024-01-05T17:00,100,29.8
2024-01-05T18:00,100,28.9
2024-01-05T19:00,91,27.4
2024-01-05T20:00,92,26.7
2024-01-05T21:00,90,25.9
2024-01-05T22:00,90,24.4
2024-01-05T23:00,89,23
2024-01-06T00:00,90,22.5
2024-01-06T01:00,89,25
2024-01-06T02:00,90,24.2
2024-01-06T03:00,90,24.9
2024-01-06T04:00,90,25.3
2024-01-06T05:00,90,25
2024-01-06T06:00,90,23.5
2024-01-06T07:00,86,23.1
2024-01-06T08:00,89,22
2024-01-06T09:00,56,20.9
2024-01-06T10:00,90,22.1
2024-01-06T11:00,90,19.5
2024-01-06T12:00,90,23
2024-01-06T13:00,90,22
2024-01-06T14:00,90,22.7
2024-01-06T15:00,90,20.3
2024-01-06T16:00,90,24
2024-01-06T17:00,87,27.1
2024-01-06T18:00,90,25.9
2024-01-06T19:00,90,23.9
2024-01-06T20:00,90,22.5
2024-01-06T21:00,56,22.7
2024-01-06T22:00,90,24.5
2024-01-06T23:00,53,23.5
2024-01-07T00:00,54,24.4
2024-01-07T01:00,60,26.2
2024-01-07T02:00,47,28.1
2024-01-07T03:00,85,26
2024-01-07T04:00,89,26.8
2024-01-07T05:00,75,27.6
2024-01-07T06:00,76,30.3
2024-01-07T07:00,90,31.8
2024-01-07T08:00,90,30.4
2024-01-07T09:00,90,28.7
2024-01-07T10:00,90,27.8
2024-01-07T11:00,90,31.9
2024-01-07T12:00,90,29.8
2024-01-07T13:00,90,30.5
2024-01-07T14:00,90,30.4
2024-01-07T15:00,68,26.2
2024-01-07T16:00,90,24.5
2024-01-07T17:00,90,26.3
2024-01-07T18:00,90,26.6
2024-01-07T19:00,87,26.1
2024-01-07T20:00,87,23.4
2024-01-07T21:00,78,21.8
2024-01-07T22:00,83,20.9
2024-01-07T23:00,76,20.5
2024-01-08T00:00,89,21.9
2024-01-08T01:00,80,25.3
2024-01-08T02:00,54,27.1
2024-01-08T03:00,41,29.8
2024-01-08T04:00,84,31.4
2024-01-08T05:00,90,32.3
2024-01-08T06:00,89,31.8
2024-01-08T07:00,87,30.7
2024-01-08T08:00,86,31.8
2024-01-08T09:00,91,31.9
2024-01-08T10:00,92,34.9
2024-01-08T11:00,95,36.4
2024-01-08T12:00,100,36.7
2024-01-08T13:00,100,41.2
2024-01-08T14:00,100,37.4
2024-01-08T15:00,86,35.4
2024-01-08T16:00,90,37.8
2024-01-08T17:00,43,39.3
2024-01-08T18:00,40,39.3
2024-01-08T19:00,53,39
2024-01-08T20:00,32,37.9
2024-01-08T21:00,34,35.5
2024-01-08T22:00,45,34.5
2024-01-08T23:00,78,35.1
2024-01-09T00:00,88,35.5
2024-01-09T01:00,80,37.1
2024-01-09T02:00,50,36.9
2024-01-09T03:00,40,36.2
2024-01-09T04:00,43,34.7
2024-01-09T05:00,22,33.7
2024-01-09T06:00,4,32.8
2024-01-09T07:00,1,33.4
2024-01-09T08:00,2,34.9
2024-01-09T09:00,0,35.6
2024-01-09T10:00,0,35.5
2024-01-09T11:00,0,35.1
2024-01-09T12:00,0,34.8
2024-01-09T13:00,0,33.2
2024-01-09T14:00,0,33.9
2024-01-09T15:00,0,35
2024-01-09T16:00,0,36.7
2024-01-09T17:00,0,38.3
2024-01-09T18:00,0,39.1
2024-01-09T19:00,0,39.4
2024-01-09T20:00,0,39
2024-01-09T21:00,0,38.3
2024-01-09T22:00,0,37.5
2024-01-09T23:00,0,36.3
2024-01-10T00:00,0,35.5
2024-01-10T01:00,0,37.2
2024-01-10T02:00,0,36.9
2024-01-10T03:00,0,36.4
2024-01-10T04:00,0,36.2
2024-01-10T05:00,1,35.8
2024-01-10T06:00,3,35.5
2024-01-10T07:00,6,35.2
2024-01-10T08:00,41,34.6
2024-01-10T09:00,7,32.6
2024-01-10T10:00,1,30.5
2024-01-10T11:00,1,30.2
2024-01-10T12:00,0,29.6
2024-01-10T13:00,0,31.2
2024-01-10T14:00,0,30.9
2024-01-10T15:00,0,31.4
2024-01-10T16:00,0,32.4
2024-01-10T17:00,0,33.9
2024-01-10T18:00,0,34.4
2024-01-10T19:00,0,32.9
2024-01-10T20:00,0,31.1
2024-01-10T21:00,4,28.4
2024-01-10T22:00,0,26.9
2024-01-10T23:00,0,25.6
2024-01-11T00:00,0,24.9
2024-01-11T01:00,0,26.1
2024-01-11T02:00,1,24.7
2024-01-11T03:00,3,25
2024-01-11T04:00,14,24.9
2024-01-11T05:00,41,26
2024-01-11T06:00,66,27.5
2024-01-11T07:00,67,25
2024-01-11T08:00,83,22.8
2024-01-11T09:00,57,22.3
2024-01-11T10:00,88,21.5
2024-01-11T11:00,90,28.9
2024-01-11T12:00,90,17.1
2024-01-11T13:00,90,20.9
2024-01-11T14:00,75,27
2024-01-11T15:00,90,30.7
2024-01-11T16:00,100,30.7
2024-01-11T17:00,100,30
2024-01-11T18:00,100,29.9
2024-01-11T19:00,92,31.9
2024-01-11T20:00,90,32
2024-01-11T21:00,90,29.4
2024-01-11T22:00,21,29.8
2024-01-11T23:00,90,32.6
2024-01-12T00:00,90,33.2
2024-01-12T01:00,90,30
2024-01-12T02:00,90,29.7
2024-01-12T03:00,90,28.7
2024-01-12T04:00,90,27.8
2024-01-12T05:00,90,23.3
2024-01-12T06:00,89,21.3
2024-01-12T07:00,90,22.1
2024-01-12T08:00,90,21.2
2024-01-12T09:00,90,19.1
2024-01-12T10:00,90,17.2
2024-01-12T11:00,90,18.4
2024-01-12T12:00,90,18.4
2024-01-12T13:00,90,16
2024-01-12T14:00,90,15.7
2024-01-12T15:00,90,14.1
2024-01-12T16:00,90,14.6
2024-01-12T17:00,90,14.2
2024-01-12T18:00,90,13.9
2024-01-12T19:00,90,13.8
2024-01-12T20:00,77,14.9
2024-01-12T21:00,90,16.2
2024-01-12T22:00,90,16.9
2024-01-12T23:00,90,18.8
2024-01-13T00:00,90,21.6
2024-01-13T01:00,90,18.4
2024-01-13T02:00,90,19.9
2024-01-13T03:00,90,23
2024-01-13T04:00,50,28.9
2024-01-13T05:00,34,28.6
2024-01-13T06:00,0,27.7
2024-01-13T07:00,3,28.3
2024-01-13T08:00,4,27.6
2024-01-13T09:00,3,25.8
2024-01-13T10:00,72,27.6
2024-01-13T11:00,90,19.8
2024-01-13T12:00,91,19.1
2024-01-13T13:00,90,16.7
2024-01-13T14:00,86,16.2
2024-01-13T15:00,92,17.1
2024-01-13T16:00,51,19.8
2024-01-13T17:00,100,22
2024-01-13T18:00,100,22
2024-01-13T19:00,100,21.6
2024-01-13T20:00,100,22.7
2024-01-13T21:00,100,22.7
2024-01-13T22:00,92,23.6
2024-01-13T23:00,92,21.1
2024-01-14T00:00,100,21.3
2024-01-14T01:00,100,19.7
2024-01-14T02:00,100,20.9
2024-01-14T03:00,100,20
2024-01-14T04:00,100,18.2
2024-01-14T05:00,52,21.4
2024-01-14T06:00,51,22.7
2024-01-14T07:00,44,22.6
2024-01-14T08:00,20,22.9
2024-01-14T09:00,20,24.1
2024-01-14T10:00,34,27.1
2024-01-14T11:00,50,19.4
2024-01-14T12:00,86,22.2
2024-01-14T13:00,38,23.3
2024-01-14T14:00,37,25
2024-01-14T15:00,92,26.9
2024-01-14T16:00,91,27.7
2024-01-14T17:00,28,31.1
2024-01-14T18:00,10,32.2
2024-01-14T19:00,100,30.6
2024-01-14T20:00,100,29.4
2024-01-14T21:00,27,31.2
2024-01-14T22:00,1,32.4
2024-01-14T23:00,2,34.1
2024-01-15T00:00,1,34.9
2024-01-15T01:00,1,36.7
2024-01-15T02:00,0,37.1
2024-01-15T03:00,0,37.1
2024-01-15T04:00,0,37.4
2024-01-15T05:00,1,38.8
2024-01-15T06:00,1,39.2
2024-01-15T07:00,3,40.8
2024-01-15T08:00,4,41.4
2024-01-15T09:00,32,40.5
2024-01-15T10:00,20,41.6
2024-01-15T11:00,28,36.8
2024-01-15T12:00,2,37.2
2024-01-15T13:00,11,40
2024-01-15T14:00,15,37.7
2024-01-15T15:00,26,35.9
2024-01-15T16:00,4,34.7
2024-01-15T17:00,3,34.8
2024-01-15T18:00,2,33.1
2024-01-15T19:00,0,31.9
2024-01-15T20:00,0,31.6
2024-01-15T21:00,3,30.4
2024-01-15T22:00,26,29.4
2024-01-15T23:00,40,27.6
2024-01-16T00:00,65,26.6
2024-01-16T01:00,90,26.7
2024-01-16T02:00,90,26.3
2024-01-16T03:00,90,25.4
2024-01-16T04:00,90,25.3
2024-01-16T05:00,65,26.3
2024-01-16T06:00,88,27.6
2024-01-16T07:00,76,27.4
2024-01-16T08:00,47,26.1
2024-01-16T09:00,42,26.5
2024-01-16T10:00,50,31.1
2024-01-16T11:00,3,22.2
2024-01-16T12:00,0,21.3
2024-01-16T13:00,18,23.8
2024-01-16T14:00,2,23.6
2024-01-16T15:00,28,27.1
2024-01-16T16:00,89,31.3
2024-01-16T17:00,25,33.4
2024-01-16T18:00,21,35.4
2024-01-16T19:00,22,37.4
2024-01-16T20:00,44,40.2
2024-01-16T21:00,59,42.3
2024-01-16T22:00,66,40.5
2024-01-16T23:00,64,37.3
2024-01-17T00:00,53,36.8
2024-01-17T01:00,39,35.3
2024-01-17T02:00,28,32.7
2024-01-17T03:00,32,30.4
2024-01-17T04:00,50,27.1
2024-01-17T05:00,100,22.7
2024-01-17T06:00,100,19
2024-01-17T07:00,100,14.8
2024-01-17T08:00,100,12.9
2024-01-17T09:00,99,13.5
2024-01-17T10:00,100,12
2024-01-17T11:00,100,13.6
2024-01-17T12:00,42,13.3
2024-01-17T13:00,100,21.3
2024-01-17T14:00,100,22.2
2024-01-17T15:00,100,21.7
2024-01-17T16:00,100,22.7
2024-01-17T17:00,81,22.4
2024-01-17T18:00,55,22.4
2024-01-17T19:00,23,20.2
2024-01-17T20:00,23,22.9
2024-01-17T21:00,16,23.9
2024-01-17T22:00,0,25.3
2024-01-17T23:00,4,26.6
2024-01-18T00:00,2,26.8
2024-01-18T01:00,8,30
2024-01-18T02:00,0,29
2024-01-18T03:00,21,29.8
2024-01-18T04:00,1,28.3
2024-01-18T05:00,1,27.6
2024-01-18T06:00,0,28
2024-01-18T07:00,1,29.3
2024-01-18T08:00,7,28.4
2024-01-18T09:00,14,30.2
2024-01-18T10:00,84,27.2
2024-01-18T11:00,15,22.6
2024-01-18T12:00,28,27.9
2024-01-18T13:00,70,33.7
2024-01-18T14:00,42,23
2024-01-18T15:00,41,25.8
2024-01-18T16:00,13,28.1
2024-01-18T17:00,9,29.5
2024-01-18T18:00,0,29
2024-01-18T19:00,0,28.7
2024-01-18T20:00,0,32.1
2024-01-18T21:00,0,31.6
2024-01-18T22:00,0,33
2024-01-18T23:00,0,32.6
2024-01-19T00:00,0,32.5
2024-01-19T01:00,0,32
2024-01-19T02:00,0,30.7
2024-01-19T03:00,0,29.9
2024-01-19T04:00,0,27.7
2024-01-19T05:00,0,27.8
2024-01-19T06:00,0,28.7
2024-01-19T07:00,0,28.4
2024-01-19T08:00,0,28.9
2024-01-19T09:00,0,28.7
2024-01-19T10:00,0,35.2
2024-01-19T11:00,2,25.3
2024-01-19T12:00,10,24.5
2024-01-19T13:00,2,25.8
2024-01-19T14:00,3,25
2024-01-19T15:00,4,31.2
2024-01-19T16:00,8,32.4
2024-01-19T17:00,12,34.5
2024-01-19T18:00,11,35.7
2024-01-19T19:00,9,35.6
2024-01-19T20:00,10,35.9
2024-01-19T21:00,10,35.8
2024-01-19T22:00,8,36.6
2024-01-19T23:00,4,36.7
2024-01-20T00:00,8,36.5
2024-01-20T01:00,3,38.7
2024-01-20T02:00,14,38.4
2024-01-20T03:00,14,38.6
2024-01-20T04:00,51,40
2024-01-20T05:00,80,40.8
2024-01-20T06:00,85,41.5
2024-01-20T07:00,56,43.4
2024-01-20T08:00,40,45.1
2024-01-20T09:00,41,45
2024-01-20T10:00,89,42.1
2024-01-20T11:00,77,39.7
2024-01-20T12:00,90,40
2024-01-20T13:00,70,39.8
2024-01-20T14:00,76,41.1
2024-01-20T15:00,90,41.1
2024-01-20T16:00,78,40.8
2024-01-20T17:00,76,42.6
2024-01-20T18:00,86,43.5
2024-01-20T19:00,79,45
2024-01-20T20:00,57,45.3
2024-01-20T21:00,90,44.8
2024-01-20T22:00,90,44.2
2024-01-20T23:00,90,46.7
2024-01-21T00:00,88,50.4
2024-01-21T01:00,90,50.3
2024-01-21T02:00,90,47.2
2024-01-21T03:00,91,51.7
2024-01-21T04:00,100,52.4
2024-01-21T05:00,100,52.8
2024-01-21T06:00,100,53
2024-01-21T07:00,100,53
2024-01-21T08:00,97,52.8
2024-01-21T09:00,100,49.3
2024-01-21T10:00,100,47.9
2024-01-21T11:00,38,45.3
2024-01-21T12:00,85,46.7
2024-01-21T13:00,90,48.3
2024-01-21T14:00,45,56.4
2024-01-21T15:00,42,62
2024-01-21T16:00,95,64.1
2024-01-21T17:00,90,68.6
2024-01-21T18:00,100,72.5
2024-01-21T19:00,90,74.7
2024-01-21T20:00,100,74.3
2024-01-21T21:00,100,78.2
2024-01-21T22:00,100,77.3
2024-01-21T23:00,100,77.2
2024-01-22T00:00,100,78.3
2024-01-22T01:00,100,75.8
2024-01-22T02:00,100,72.6
2024-01-22T03:00,28,64.5
2024-01-22T04:00,100,60.8
2024-01-22T05:00,56,56.5
2024-01-22T06:00,2,53
2024-01-22T07:00,2,52.6
2024-01-22T08:00,1,54.8
2024-01-22T09:00,1,55
2024-01-22T10:00,8,51.3
2024-01-22T11:00,38,44.6
2024-01-22T12:00,35,48.3
2024-01-22T13:00,60,50
2024-01-22T14:00,4,49.9
2024-01-22T15:00,23,48.2
2024-01-22T16:00,4,45.5
2024-01-22T17:00,19,48.7
2024-01-22T18:00,10,51
2024-01-22T19:00,14,52.5
2024-01-22T20:00,27,49.9
2024-01-22T21:00,28,51.3
2024-01-22T22:00,7,51.5
2024-01-22T23:00,4,52.4
2024-01-23T00:00,28,53.7
2024-01-23T01:00,12,49.3
2024-01-23T02:00,3,49.7
2024-01-23T03:00,4,48.9
2024-01-23T04:00,23,46.8
2024-01-23T05:00,26,41.2
2024-01-23T06:00,28,33
2024-01-23T07:00,90,31.4
2024-01-23T08:00,90,31.8
2024-01-23T09:00,90,32.6
2024-01-23T10:00,90,33.6
2024-01-23T11:00,100,44.3
2024-01-23T12:00,100,43.4
2024-01-23T13:00,100,53.3
2024-01-23T14:00,100,52.8
2024-01-23T15:00,100,54.9
2024-01-23T16:00,100,53.1
2024-01-23T17:00,100,54.5
2024-01-23T18:00,100,57.9
2024-01-23T19:00,100,58.4
2024-01-23T20:00,100,61.9
2024-01-23T21:00,100,64
2024-01-23T22:00,100,65.3
2024-01-23T23:00,67,70
2024-01-24T00:00,34,65.7
2024-01-24T01:00,22,58.9
2024-01-24T02:00,28,60.3
2024-01-24T03:00,27,60.9
2024-01-24T04:00,25,55
2024-01-24T05:00,10,56.8
2024-01-24T06:00,5,55.1
2024-01-24T07:00,8,56.8
2024-01-24T08:00,31,52.8
2024-01-24T09:00,31,56.6
2024-01-24T10:00,49,49.9
2024-01-24T11:00,30,46.4
2024-01-24T12:00,55,51.5
2024-01-24T13:00,91,44.4
2024-01-24T14:00,80,40.4
2024-01-24T15:00,99,38.6
2024-01-24T16:00,90,36.7
2024-01-24T17:00,76,34.7
2024-01-24T18:00,65,33.1
2024-01-24T19:00,3,32.2
2024-01-24T20:00,2,31.8
2024-01-24T21:00,22,32.1
2024-01-24T22:00,24,31
2024-01-24T23:00,25,29.6
2024-01-25T00:00,11,29.7
2024-01-25T01:00,30,28.5
2024-01-25T02:00,30,25.9
2024-01-25T03:00,26,24.2
2024-01-25T04:00,34,20.9
2024-01-25T05:00,43,19.6
2024-01-25T06:00,64,20
2024-01-25T07:00,90,19.8
2024-01-25T08:00,93,24.6
2024-01-25T09:00,100,28.8
2024-01-25T10:00,100,31.2
2024-01-25T11:00,100,29.9
2024-01-25T12:00,100,29.2
2024-01-25T13:00,100,29.2
2024-01-25T14:00,54,30.8
2024-01-25T15:00,57,29
2024-01-25T16:00,45,27.8
2024-01-25T17:00,67,31.6
2024-01-25T18:00,61,33.4
2024-01-25T19:00,67,35.5
2024-01-25T20:00,85,38.9
2024-01-25T21:00,100,40.6
2024-01-25T22:00,100,39.5
2024-01-25T23:00,100,42
2024-01-26T00:00,100,41.9
2024-01-26T01:00,100,44.9
2024-01-26T02:00,100,52.6
2024-01-26T03:00,100,51
2024-01-26T04:00,46,54.2
2024-01-26T05:00,45,52.2
2024-01-26T06:00,100,59.6
2024-01-26T07:00,31,60.6
2024-01-26T08:00,1,56.3
2024-01-26T09:00,1,54.7
2024-01-26T10:00,1,53.4
2024-01-26T11:00,0,47
2024-01-26T12:00,0,45.8
2024-01-26T13:00,3,39.3
2024-01-26T14:00,0,37.3
2024-01-26T15:00,0,35.2
2024-01-26T16:00,0,33.1
2024-01-26T17:00,0,32.8
2024-01-26T18:00,0,33.5
2024-01-26T19:00,0,32.9
2024-01-26T20:00,0,34
2024-01-26T21:00,0,34.9
2024-01-26T22:00,0,35.1
2024-01-26T23:00,0,32.6
2024-01-27T00:00,0,30.9
2024-01-27T01:00,4,31.8
2024-01-27T02:00,0,31.2
2024-01-27T03:00,11,31.6
2024-01-27T04:00,30,30.9
2024-01-27T05:00,28,30.9
2024-01-27T06:00,26,30.3
2024-01-27T07:00,29,28.7
2024-01-27T08:00,29,28
2024-01-27T09:00,29,28.7
2024-01-27T10:00,32,31.9
2024-01-27T11:00,37,23.4
2024-01-27T12:00,47,23.6
2024-01-27T13:00,62,25.7
2024-01-27T14:00,53,26.1
2024-01-27T15:00,100,27.2
2024-01-27T16:00,90,24.3
2024-01-27T17:00,89,23.9
2024-01-27T18:00,88,24.9
2024-01-27T19:00,90,28.4
2024-01-27T20:00,34,30.8
2024-01-27T21:00,76,30.7
2024-01-27T22:00,85,31.3
2024-01-27T23:00,73,32.4
2024-01-28T00:00,49,32.2
2024-01-28T01:00,73,32.8
2024-01-28T02:00,51,31.7
2024-01-28T03:00,34,30.6
2024-01-28T04:00,36,31
2024-01-28T05:00,47,32
2024-01-28T06:00,36,34.6
2024-01-28T07:00,14,33.9
2024-01-28T08:00,53,33.9
2024-01-28T09:00,36,34.2
2024-01-28T10:00,48,42.1
2024-01-28T11:00,49,31.1
2024-01-28T12:00,72,30.3
2024-01-28T13:00,64,30.6
2024-01-28T14:00,34,28.4
2024-01-28T15:00,31,35.9
2024-01-28T16:00,30,38
2024-01-28T17:00,29,39.8
2024-01-28T18:00,26,40
2024-01-28T19:00,23,39.3
2024-01-28T20:00,30,38.2
2024-01-28T21:00,29,37.5
2024-01-28T22:00,30,35.4
2024-01-28T23:00,31,34.1
2024-01-29T00:00,41,33.1
2024-01-29T01:00,100,32.1
2024-01-29T02:00,100,27.7
2024-01-29T03:00,100,24.4
2024-01-29T04:00,100,22.5
2024-01-29T05:00,100,20.2
2024-01-29T06:00,100,19.8
2024-01-29T07:00,100,23.5
2024-01-29T08:00,100,25.8
2024-01-29T09:00,100,27.1
2024-01-29T10:00,100,29.7
2024-01-29T11:00,100,28.5
2024-01-29T12:00,100,29.2
2024-01-29T13:00,100,25
2024-01-29T14:00,100,23
2024-01-29T15:00,44,22.5
2024-01-29T16:00,33,27.8
2024-01-29T17:00,45,31.1
2024-01-29T18:00,90,35
2024-01-29T19:00,86,36.6
2024-01-29T20:00,92,35.5
2024-01-29T21:00,44,36.1
2024-01-29T22:00,58,35.3
2024-01-29T23:00,100,34.9
2024-01-30T00:00,100,36.1
2024-01-30T01:00,100,34.7
2024-01-30T02:00,100,35.6
2024-01-30T03:00,100,39.1
2024-01-30T04:00,100,42.6
2024-01-30T05:00,100,37.8
2024-01-30T06:00,91,32.8
2024-01-30T07:00,90,31.8
2024-01-30T08:00,90,31.3
2024-01-30T09:00,90,33.2
2024-01-30T10:00,90,31.4
2024-01-30T11:00,90,35.8
2024-01-30T12:00,100,26.8
2024-01-30T13:00,92,26.5
2024-01-30T14:00,94,29.1
2024-01-30T15:00,90,25.6
2024-01-30T16:00,90,18.1
2024-01-30T17:00,90,15.8
2024-01-30T18:00,90,16
2024-01-30T19:00,90,12.1
2024-01-30T20:00,90,12.3
2024-01-30T21:00,90,13.9
2024-01-30T22:00,82,18
2024-01-30T23:00,90,19.4
2024-01-31T00:00,58,18.4
2024-01-31T01:00,25,14.6
2024-01-31T02:00,20,14.4
2024-01-31T03:00,3,19.9
2024-01-31T04:00,4,23.3
2024-01-31T05:00,32,25.8
2024-01-31T06:00,82,26.2
2024-01-31T07:00,100,27
2024-01-31T08:00,80,28.5
2024-01-31T09:00,100,31.8
2024-01-31T10:00,100,31.6
2024-01-31T11:00,33,35.9
2024-01-31T12:00,60,47.6
2024-01-31T13:00,88,45.3
2024-01-31T14:00,100,48.4
2024-01-31T15:00,100,41.5
2024-01-31T16:00,100,46.3
2024-01-31T17:00,91,48.9
2024-01-31T18:00,87,49.5
2024-01-31T19:00,100,47.1
2024-01-31T20:00,100,46.1
2024-01-31T21:00,100,44.2
2024-01-31T22:00,100,42.9
2024-01-31T23:00,47,41.4
2024-02-01T00:00,3,37.7
2024-02-01T01:00,0,35.3
2024-02-01T02:00,0,35.2
2024-02-01T03:00,0,31.4
2024-02-01T04:00,0,30.6
2024-02-01T05:00,12,31.2
2024-02-01T06:00,22,30.9
2024-02-01T07:00,28,30.4
2024-02-01T08:00,28,29.1
2024-02-01T09:00,29,27.7
2024-02-01T10:00,17,23.4
2024-02-01T11:00,8,19.9
2024-02-01T12:00,30,21
2024-02-01T13:00,18,23.2
2024-02-01T14:00,17,22.7
2024-02-01T15:00,36,20.2
2024-02-01T16:00,38,22.8
2024-02-01T17:00,50,24.4
2024-02-01T18:00,48,25
2024-02-01T19:00,26,27.3
2024-02-01T20:00,35,28.4
2024-02-01T21:00,35,32.2
2024-02-01T22:00,39,33
2024-02-01T23:00,44,32.2
2024-02-02T00:00,40,34.2
2024-02-02T01:00,35,37.8
2024-02-02T02:00,27,39.7
2024-02-02T03:00,32,41.1
2024-02-02T04:00,33,41.6
2024-02-02T05:00,27,41.1
2024-02-02T06:00,100,43.7
2024-02-02T07:00,100,44.4
2024-02-02T08:00,46,44.4
2024-02-02T09:00,100,44.6
2024-02-02T10:00,100,50.3
2024-02-02T11:00,100,50.9
2024-02-02T12:00,100,49.3
2024-02-02T13:00,52,49
2024-02-02T14:00,84,43.1
2024-02-02T15:00,28,40.5
2024-02-02T16:00,35,44.8
2024-02-02T17:00,92,47.2
2024-02-02T18:00,91,45.5
2024-02-02T19:00,92,43.9
2024-02-02T20:00,100,42.9
2024-02-02T21:00,75,42
2024-02-02T22:00,47,41.9
2024-02-02T23:00,37,41.1
2024-02-03T00:00,100,39.3
2024-02-03T01:00,49,39.5
2024-02-03T02:00,60,36.7
2024-02-03T03:00,35,35.7
2024-02-03T04:00,76,33.8
2024-02-03T05:00,100,34
2024-02-03T06:00,100,33.9
2024-02-03T07:00,100,32.7
2024-02-03T08:00,100,32.8
2024-02-03T09:00,100,33.2
2024-02-03T10:00,19,37.6
2024-02-03T11:00,41,33.2
2024-02-03T12:00,84,36.3
2024-02-03T13:00,45,42.2
2024-02-03T14:00,43,36.7
2024-02-03T15:00,100,32.8
2024-02-03T16:00,83,28.9
2024-02-03T17:00,100,27.5
2024-02-03T18:00,100,29.5
2024-02-03T19:00,100,35.1
2024-02-03T20:00,100,29.6
2024-02-03T21:00,100,21.6
2024-02-03T22:00,95,23.8
2024-02-03T23:00,100,26.8
2024-02-04T00:00,100,23.6
2024-02-04T01:00,77,25.6
2024-02-04T02:00,58,32.2
2024-02-04T03:00,100,39.8
2024-02-04T04:00,100,41.1
2024-02-04T05:00,93,39.2
2024-02-04T06:00,100,38.9
2024-02-04T07:00,100,34
2024-02-04T08:00,100,40.6
2024-02-04T09:00,97,38.3
2024-02-04T10:00,72,38
2024-02-04T11:00,100,37.1
2024-02-04T12:00,99,47.6
2024-02-04T13:00,100,49.1
2024-02-04T14:00,100,47.2
2024-02-04T15:00,100,51.8
2024-02-04T16:00,100,49.7
2024-02-04T17:00,46,49.8
2024-02-04T18:00,58,50.1
2024-02-04T19:00,59,51.8
2024-02-04T20:00,43,50.7
2024-02-04T21:00,52,51.7
2024-02-04T22:00,35,51.6
2024-02-04T23:00,38,50.8
2024-02-05T00:00,31,49.8
2024-02-05T01:00,31,53.2
2024-02-05T02:00,26,53.3
2024-02-05T03:00,16,53.3
2024-02-05T04:00,13,52.3
2024-02-05T05:00,19,50.9
2024-02-05T06:00,38,50.1
2024-02-05T07:00,34,48.8
2024-02-05T08:00,32,46.8
2024-02-05T09:00,100,47.5
2024-02-05T10:00,100,57.1
2024-02-05T11:00,100,58
2024-02-05T12:00,100,56.7
2024-02-05T13:00,99,55.3
2024-02-05T14:00,100,59.4
2024-02-05T15:00,100,55.5
2024-02-05T16:00,100,54
2024-02-05T17:00,100,52.3
2024-02-05T18:00,100,51.5
2024-02-05T19:00,100,52.6
2024-02-05T20:00,100,52.7
2024-02-05T21:00,100,52.6
2024-02-05T22:00,100,50.3
2024-02-05T23:00,100,50.4
2024-02-06T00:00,42,52.3
2024-02-06T01:00,33,54
2024-02-06T02:00,100,54.6
